phrase,intensity,polarity,able_signals,geo_sa,neg_high_hits,neg_med_hits
successful but empty Sandton,3.0,distress,0,True,1,0
Sandton successful but empty,3.0,distress,0,True,1,0
irritability after work Sandton,0.0,neutral_info,0,True,0,0
Sandton irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Randburg,1.5,constructive_pain,2,True,0,1
Randburg executive burnout recovery,1.5,constructive_pain,2,True,0,1
Randburg stop overreacting,1.5,constructive_pain,1,True,0,1
Randburg emotional resilience,0.0,agency,1,True,0,0
Randburg self mastery,0.0,agency,1,True,0,0
work stress recovery Randburg,1.5,constructive_pain,1,True,0,1
Randburg work stress recovery,1.5,constructive_pain,1,True,0,1
Randburg mental exhaustion,1.5,distress,0,True,0,1
Randburg high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Randburg,0.0,agency,2,True,0,0
Randburg regain composure,0.0,agency,2,True,0,0
successful but empty Randburg,3.0,distress,0,True,1,0
Randburg successful but empty,3.0,distress,0,True,1,0
irritability after work Randburg,0.0,neutral_info,0,True,0,0
Randburg irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Cape Town,1.5,constructive_pain,2,True,0,1
Cape Town executive burnout recovery,1.5,constructive_pain,2,True,0,1
Cape Town stop overreacting,1.5,constructive_pain,1,True,0,1
Cape Town emotional resilience,0.0,agency,1,True,0,0
Cape Town self mastery,0.0,agency,1,True,0,0
work stress recovery Cape Town,1.5,constructive_pain,1,True,0,1
Cape Town work stress recovery,1.5,constructive_pain,1,True,0,1
Cape Town mental exhaustion,1.5,distress,0,True,0,1
Cape Town high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Cape Town,0.0,agency,2,True,0,0
Cape Town regain composure,0.0,agency,2,True,0,0
successful but empty Cape Town,3.0,distress,0,True,1,0
Cape Town successful but empty,3.0,distress,0,True,1,0
irritability after work Cape Town,0.0,neutral_info,0,True,0,0
Cape Town irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Durban,1.5,constructive_pain,2,True,0,1
Durban executive burnout recovery,1.5,constructive_pain,2,True,0,1
Durban stop overreacting,1.5,constructive_pain,1,True,0,1
Durban emotional resilience,0.0,agency,1,True,0,0
Durban self mastery,0.0,agency,1,True,0,0
work stress recovery Durban,1.5,constructive_pain,1,True,0,1
Durban mental exhaustion,1.5,distress,0,True,0,1
Durban high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Durban,0.0,agency,2,True,0,0
Durban regain composure,0.0,agency,2,True,0,0
successful but empty Durban,3.0,distress,0,True,1,0
Durban successful but empty,3.0,distress,0,True,1,0
irritability after work Durban,0.0,neutral_info,0,True,0,0
Durban irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Gqeberha,1.5,constructive_pain,2,True,0,1
Gqeberha executive burnout recovery,1.5,constructive_pain,2,True,0,1
Gqeberha stop overreacting,1.5,constructive_pain,1,True,0,1
Gqeberha emotional resilience,0.0,agency,1,True,0,0
Gqeberha self mastery,0.0,agency,1,True,0,0
work stress recovery Gqeberha,1.5,constructive_pain,1,True,0,1
Gqeberha work stress recovery,1.5,constructive_pain,1,True,0,1
Gqeberha mental exhaustion,1.5,distress,0,True,0,1
Gqeberha high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Gqeberha,0.0,agency,2,True,0,0
Gqeberha regain composure,0.0,agency,2,True,0,0
successful but empty Gqeberha,3.0,distress,0,True,1,0
Gqeberha successful but empty,3.0,distress,0,True,1,0
irritability after work Gqeberha,0.0,neutral_info,0,True,0,0
Gqeberha irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Pretoria,1.5,constructive_pain,2,True,0,1
Pretoria executive burnout recovery,1.5,constructive_pain,2,True,0,1
stop overreacting Pretoria,1.5,constructive_pain,1,True,0,1
Pretoria stop overreacting,1.5,constructive_pain,1,True,0,1
emotional resilience Pretoria,0.0,agency,1,True,0,0
Pretoria emotional resilience,0.0,agency,1,True,0,0
self mastery Pretoria,0.0,agency,1,True,0,0
Pretoria self mastery,0.0,agency,1,True,0,0
work stress recovery Pretoria,1.5,constructive_pain,1,True,0,1
Pretoria work stress recovery,1.5,constructive_pain,1,True,0,1
mental exhaustion Pretoria,1.5,distress,0,True,0,1
Pretoria mental exhaustion,1.5,distress,0,True,0,1
high performer stress Pretoria,1.5,constructive_pain,1,True,0,1
Pretoria high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Pretoria,0.0,agency,2,True,0,0
Pretoria regain composure,0.0,agency,2,True,0,0
successful but empty Pretoria,3.0,distress,0,True,1,0
Pretoria successful but empty,3.0,distress,0,True,1,0
irritability after work Pretoria,0.0,neutral_info,0,True,0,0
Pretoria irritability after work,0.0,neutral_info,0,True,0,0
executive burnout recovery Gauteng,1.5,constructive_pain,2,True,0,1
Gauteng executive burnout recovery,1.5,constructive_pain,2,True,0,1
stop overreacting Gauteng,1.5,constructive_pain,1,True,0,1
Gauteng stop overreacting,1.5,constructive_pain,1,True,0,1
emotional resilience Gauteng,0.0,agency,1,True,0,0
Gauteng emotional resilience,0.0,agency,1,True,0,0
self mastery Gauteng,0.0,agency,1,True,0,0
Gauteng self mastery,0.0,agency,1,True,0,0
work stress recovery Gauteng,1.5,constructive_pain,1,True,0,1
Gauteng work stress recovery,1.5,constructive_pain,1,True,0,1
mental exhaustion Gauteng,1.5,distress,0,True,0,1
Gauteng mental exhaustion,1.5,distress,0,True,0,1
high performer stress Gauteng,1.5,constructive_pain,1,True,0,1
Gauteng high performer stress,1.5,constructive_pain,1,True,0,1
regain composure Gauteng,0.0,agency,2,True,0,0
Gauteng regain composure,0.0,agency,2,True,0,0
successful but empty Gauteng,3.0,distress,0,True,1,0
Gauteng successful but empty,3.0,distress,0,True,1,0
irritability after work Gauteng,0.0,neutral_info,0,True,0,0
Gauteng irritability after work,0.0,neutral_info,0,True,0,0
anyone else successful and still miserable,3.0,constructive_pain,1,False,1,0
I look fine but I'm not fine,0.0,neutral_info,0,False,0,0
tired of apologising after every outburst,1.5,distress,0,False,0,1
my patience is gone,0.0,neutral_info,0,False,0,0
I miss who I was before the stress,1.5,distress,0,False,0,1
I need my edge back without the reactivity,0.0,neutral_info,0,False,0,0
sleeping more didn't help,0.0,neutral_info,0,False,0,0
holiday didn't reset me,0.0,neutral_info,0,False,0,0
I can't meditate my way out of this,0.0,neutral_info,0,False,0,0
motivation content doesn't fix the reactions,0.0,neutral_info,0,False,0,0
I need mechanism not only mindset,0.0,neutral_info,0,False,0,0
something deeper than positive thinking,0.0,neutral_info,0,False,0,0
